id,age,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,default_payment_next_month,education,limit_bal,marriage,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,sex
21282,50,110406,109550,109921,67212,49120,49772,0,2,110000,1,0,0,0,0,0,0,4600,3348,2444,3869,1808,1751,1
16435,53,14495,15447,16390,17717,19420,18970,1,2,30000,1,0,0,0,0,0,2,1500,1500,1600,2000,0,1500,2
21088,38,365427,363267,372261,375423,359527,361201,0,2,380000,1,0,0,0,0,0,0,14008,17000,13070,15000,13000,14000,1
4561,27,50577,46529,46791,47922,49482,0,1,3,50000,2,0,0,0,0,0,0,2138,1400,3000,5000,0,0,1
12947,34,124640,131032,132065,129307,131154,134470,1,1,140000,2,2,2,2,2,2,2,9900,4700,800,4012,9800,1,1
18609,25,99203,97294,99377,101577,99453,101879,0,2,100000,1,0,0,0,0,0,0,3485,3654,3900,3729,4200,3702,2
9954,54,77506,78535,72776,66053,52505,12242,0,3,130000,1,0,0,0,0,0,0,2900,2564,2368,2200,364,152,2
5992,47,696,696,696,696,846,696,0,1,200000,2,-1,-1,-1,-1,-1,-1,696,696,696,846,696,696,1
28080,48,3611,5153,6158,4626,0,0,0,2,150000,3,0,0,0,0,0,-2,2000,1523,2000,0,0,0,2
21769,25,0,0,0,0,0,0,0,2,80000,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
12302,45,46166,42253,46794,44995,45934,48796,0,3,50000,1,1,2,2,2,0,0,0,5600,0,1800,4000,0,1
4900,34,3402,4774,375,3498,3517,4567,0,2,210000,1,-1,-1,-1,-1,-1,-1,4774,375,3498,3517,4567,2488,2
22633,38,828,1533,7234,824,4690,1408,0,1,230000,1,1,-1,-1,-1,-2,-2,1547,7247,828,4713,1415,1820,2
27960,29,-807,-807,-807,-807,-1169,-1531,0,2,170000,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
17850,27,3210,13852,6482,3246,2016,2334,0,1,180000,2,-1,0,0,0,0,0,12000,5004,1000,1000,2300,3000,1
25296,24,50840,49592,44412,45402,35704,36524,0,2,60000,2,0,0,0,0,0,0,2100,1847,1837,1139,1254,1387,2
19636,42,21692,19697,17257,7900,17161,14585,0,2,310000,1,0,-1,-1,2,-1,-1,19697,2270,4,17161,7030,0,2
13524,40,6699,4856,-3,-3,-3,-3,0,2,200000,1,-1,-1,-1,-2,-2,-2,4880,0,0,0,0,0,2
22339,25,70282,71463,60364,70420,62549,47683,0,2,120000,1,0,0,0,0,0,0,4000,3000,11299,1943,2000,1684,2
26488,50,7506,0,0,0,0,0,0,3,80000,1,-1,-1,-2,-2,-2,-2,0,0,0,0,0,3106,2
28197,40,29540,27930,692,41301,10889,2017,0,2,360000,1,-1,-1,-1,-1,-1,-1,27930,692,41303,10893,2017,13894,2
23213,44,29178,26963,33166,48858,66050,43769,0,1,500000,1,-1,-1,-1,-1,-1,-1,26963,33169,48858,66050,43769,37509,2
10725,26,5000,1600,2700,12000,0,1995,0,2,180000,2,-1,-1,-1,-1,-1,-1,1600,2700,12000,0,1995,0,2
24156,29,2500,2500,2500,2500,2500,2500,1,2,200000,2,3,2,2,4,4,4,0,0,0,0,0,0,1
4846,34,2806,326,676,326,326,326,1,2,170000,2,-1,-1,-1,-1,-1,-1,652,676,326,326,326,1722,1
27757,22,47718,48719,47725,46467,14767,15085,0,2,50000,1,0,0,0,0,0,0,2106,2200,2000,1000,700,800,2
23357,29,0,0,0,338,9448,1183,0,3,100000,1,1,-2,-2,-1,-1,-1,0,0,4838,9448,4183,1485,2
6063,27,1767,17684,18382,21415,6654,10323,0,2,90000,1,-1,-1,0,0,0,0,17684,3000,5000,3000,5000,7000,2
25611,32,40420,0,0,0,0,0,0,2,120000,2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,2
2270,24,41485,44697,47229,47956,47056,49565,0,2,70000,2,0,0,2,2,2,2,4200,3600,1800,0,3308,2500,2
29801,33,155847,156084,177865,89227,90027,93076,0,2,210000,2,0,0,0,0,0,0,6000,5896,4800,3500,5000,4000,1
21395,58,55262,53057,50447,34608,22658,18503,0,1,50000,1,0,0,0,0,0,0,2000,1703,1406,721,645,658,1
4310,34,324,826,326,326,326,476,0,1,260000,2,-1,-1,-1,-1,-1,-1,828,326,326,326,476,326,1
27330,42,45220,46272,47330,48337,49298,50510,0,3,50000,1,0,0,0,0,0,0,1800,1800,1800,1748,1990,2500,1
8302,27,8086,8848,9283,8950,8943,333,0,1,110000,2,0,0,0,0,0,-1,1232,1000,0,326,333,12425,2
15577,49,27506,4213,1518,4625,363,858,0,1,350000,1,-2,-2,-2,-2,-2,-2,4213,1529,4713,363,858,566,1
20283,50,38483,39511,40582,41316,41998,42674,1,1,50000,1,2,2,2,2,2,2,1960,2000,1700,1662,1493,0,2
13349,38,750,0,0,0,0,2040,1,1,150000,1,-1,-1,-2,-2,-2,-1,0,0,0,0,2040,13061,2
21425,29,10450,3388,11722,10937,21528,20835,0,2,60000,2,0,0,0,0,-1,0,1011,11000,1220,21528,780,17,2
14569,34,75517,77078,73783,68909,66308,60687,1,1,80000,2,0,0,2,2,0,0,6000,2000,0,5065,6235,3000,2
629,48,29434,28960,29022,29201,29553,29693,0,3,30000,1,0,0,0,0,0,0,1465,2000,1033,1200,1055,530,1
20690,40,26129,25422,24728,26041,26511,27034,1,2,30000,2,3,3,2,0,0,0,0,0,1730,1200,1100,1151,1
25686,41,-1203,49909,46824,-2176,143824,151500,0,3,150000,1,1,-1,0,0,-2,-2,51772,2300,2176,146000,9500,0,2
28932,35,171057,173712,177913,182942,186892,197661,0,1,280000,1,0,0,0,0,0,0,7000,7000,8000,7000,14000,8000,2
19251,30,-38,9465,4991,466,-1381,3122,1,2,400000,2,-2,-2,-2,-2,-2,-2,10446,5002,504,499,5056,2152,2
1862,35,8257,8001,7741,7481,7075,6815,1,2,10000,2,1,6,5,4,3,2,0,0,0,0,0,700,1
14416,41,80435,74826,74485,71935,71757,71844,0,2,150000,1,0,0,0,0,0,0,3349,3200,2700,2711,2800,1561,2
21183,37,16750,9715,5140,5379,3183,5120,0,1,160000,1,0,0,0,0,0,0,1100,1500,1500,1000,2000,4000,1
474,38,29295,30321,31018,32193,34213,35002,0,3,60000,1,1,2,2,0,0,2,1800,1500,2000,2700,1500,0,1
8858,29,0,2214,66,66,0,4433,1,1,190000,2,1,-1,2,2,2,-1,2214,0,0,66,4433,0,1
4754,44,0,6500,0,0,2223,2056,0,1,260000,1,1,-1,-1,-2,-1,2,6500,0,0,2223,0,60934,2
23469,39,16983,16413,21128,20492,30079,29460,1,2,50000,1,1,2,2,2,2,2,0,5000,0,10000,0,10000,2
14171,29,60764,62782,63636,65570,67354,69073,0,1,140000,2,0,0,0,0,0,0,3000,2500,3000,3000,3000,3000,1
9299,38,18878,19286,18977,18335,18718,18475,0,3,20000,2,0,0,0,0,0,0,1318,1289,647,669,664,682,1
20106,30,0,1186,1024,990,1000,0,0,1,200000,2,1,-1,2,-1,0,0,1186,0,990,10,0,840,2
20650,24,15408,17146,18856,18265,18123,18732,0,2,20000,2,0,0,0,0,0,0,2000,2011,1650,600,900,900,1
28821,46,29213,17064,16465,16977,0,0,0,5,30000,2,0,0,2,0,0,-2,5064,0,5047,0,0,0,2
25666,26,28991,24391,13600,0,44024,18697,0,2,40000,2,-1,0,0,0,-1,0,1300,1000,0,22373,680,10000,2
25432,28,30860,167941,171459,173310,240738,135722,0,2,170000,2,0,-1,0,0,0,0,304815,8000,8127,4810,5000,5400,2
25159,22,22623,3019,-341,1129,1470,339,1,2,30000,2,1,2,2,-1,2,2,10,0,1470,341,0,12324,2
6741,32,0,0,0,0,0,0,0,1,150000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
24890,40,148211,149659,155442,162471,158294,166836,0,2,170000,1,0,0,0,2,2,2,5400,8200,11400,0,10800,0,1
2746,28,19610,14746,28216,4245,3500,396,0,3,310000,2,0,0,-1,-1,-1,-1,10000,28216,4245,3500,396,396,2
12643,30,43694,33357,44167,19806,22231,6852,0,2,250000,2,0,0,0,0,0,-1,15284,20087,5093,10000,6876,0,2
21085,44,1329,4526,11906,14202,6956,4839,0,1,320000,1,-1,-1,-1,-1,-1,-1,4526,11911,14425,7063,4839,6271,1
28091,48,109033,97041,80993,72751,67146,68490,0,2,100000,1,0,0,0,0,0,0,3641,3782,5000,5000,3000,3000,2
26974,31,73215,70284,70375,65085,54986,50848,0,3,250000,2,0,0,0,0,0,0,7009,5023,5069,10037,5184,15011,1
12075,39,6056,7292,8663,9018,9222,9568,0,2,70000,1,0,0,0,0,0,0,1500,1500,500,500,500,1000,1
6660,44,6898,7642,5381,3791,3791,0,0,2,10000,2,1,2,2,0,0,0,1019,0,0,0,0,0,1
9918,40,172584,167622,130083,64398,62277,58216,0,2,180000,1,1,2,0,0,0,0,1000,4052,2293,2295,2400,2110,1
16808,29,110721,111242,105199,104587,49001,45093,1,1,110000,2,0,0,0,0,0,0,3938,5720,3078,2000,2000,2000,1
3609,35,211775,218246,218615,221365,137387,201955,0,1,470000,2,0,0,0,0,0,0,9883,6000,6194,30364,100018,4817,1
664,22,5137,5960,6270,6000,5810,390,0,1,50000,2,0,0,0,0,0,-1,1300,1000,120,200,390,1170,1
6573,26,32154,33521,34443,31223,31723,32505,0,1,90000,2,0,0,0,0,0,0,1888,1810,1300,1152,1310,1197,2
9893,25,129911,140013,137279,143848,146986,149805,1,1,150000,2,0,0,2,2,2,2,12200,1000,10400,5600,5400,5000,2
9419,32,10566,11293,12000,3458,56338,56735,0,1,300000,2,1,2,2,-1,0,0,1200,1200,9427,55000,2000,2000,1
14841,34,6287,3580,2224,1206,-11,2216,0,2,360000,1,0,0,2,0,0,-1,2505,5,12,0,2227,0,1
28480,39,233161,238187,243554,211924,216395,231767,0,2,240000,1,0,0,0,0,0,0,8900,9500,8000,8000,19000,10000,2
23028,35,6518,14265,9718,11285,8115,27977,0,1,210000,2,-2,-2,-2,-1,-1,-1,14272,9890,11297,8115,27977,8013,2
25100,50,4767,-233,-233,-233,-233,-233,0,5,360000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
26338,42,35215,31889,26299,27804,25809,27052,0,2,260000,1,0,0,0,0,0,0,2500,3000,3000,2500,2500,2000,2
23281,36,107476,87000,48162,48803,41207,34792,0,2,250000,1,0,0,0,0,0,0,5143,10025,10074,10049,10076,10012,2
20809,39,34171,34939,38038,38683,37764,39053,1,2,160000,1,0,0,0,2,2,0,1639,3683,1564,0,2053,3228,1
20242,50,8740,4919,176823,117686,36708,18126,0,2,280000,1,-1,-1,-1,-1,-1,0,4919,176823,117686,36708,363,853,2
5938,36,1070,4078,1099,1099,1099,1099,0,2,200000,1,-1,-1,-1,-1,-1,-1,4107,1099,1099,1099,1099,1099,2
10202,27,500,0,0,41150,0,125,0,1,120000,2,2,2,-2,-1,-1,-1,0,0,41150,0,125,0,2
26537,54,78929,78177,63914,54382,48834,49756,0,3,80000,1,0,0,0,0,0,0,3200,3002,2202,2000,2000,2000,2
19205,24,17372,17859,20567,19928,18711,19408,0,2,20000,2,0,0,0,2,0,0,1500,3000,0,1000,1000,1500,2
14736,44,4988,2986,96868,33745,5143,1601,0,2,400000,2,-1,-1,-1,-1,-1,-1,3003,97353,33913,5168,1611,0,2
15605,25,827,827,827,827,1654,827,0,2,120000,2,-1,-1,-1,-1,-1,0,827,827,827,1654,0,0,2
20765,46,17483,18552,19442,14678,16791,10361,1,2,20000,1,0,0,0,0,0,0,1363,1256,1178,311,2264,0,1
1838,40,274558,256910,229566,148812,53157,47998,1,2,290000,1,0,0,0,0,0,0,10700,11014,5800,1820,2000,2000,2
24817,36,239003,227962,231284,239410,184094,101776,0,2,240000,1,0,0,0,0,0,0,9700,8500,12036,8300,5000,5000,1
28222,30,943,5664,-33,6454,842,8031,0,1,500000,2,1,-2,-2,-1,-1,-1,5692,0,6487,842,8111,7029,2
12882,40,12924,14615,14692,14784,15175,16360,0,3,70000,2,0,0,2,0,0,0,2600,1000,1000,1000,2000,2000,2
10852,29,700,700,700,3105,1259,700,0,1,140000,2,-2,-2,-2,-2,-2,-2,700,700,3105,1259,700,700,1
18232,50,143090,139095,147204,139896,136922,130098,0,3,140000,1,0,0,0,2,0,0,5411,16000,0,5341,4830,4621,1
16891,37,11669,27719,63037,1137,3916,4803,0,2,300000,2,-2,-2,-1,-1,-1,-1,27963,63354,1140,3939,4817,5692,1
19211,31,14015,15377,16393,14855,12662,9628,0,2,310000,2,0,0,0,0,0,0,2000,1300,1461,1000,2000,2000,2
27622,23,78379,78589,77461,59228,46766,47630,0,2,80000,2,-1,0,0,0,0,0,3015,2810,2000,2000,2000,1800,2
24665,37,61584,62983,61107,61976,326,476,1,2,90000,1,1,2,2,0,0,-2,3000,0,3000,326,476,476,1
4277,28,57798,50910,49940,49460,50687,50288,0,2,80000,2,0,0,0,0,0,0,2050,1780,1800,2000,2000,2000,1
17772,60,10083,11091,12117,13125,13407,13692,0,3,70000,2,0,0,0,0,0,0,1184,1210,1218,500,500,543,2
11579,30,71770,74066,75907,77723,79550,81801,1,2,280000,1,0,0,0,0,0,0,4000,3000,3000,3000,3500,4000,2
10432,35,160161,159484,162231,163255,165436,168178,1,1,240000,1,0,0,0,0,0,0,7405,8005,6005,30912,5000,5150,1
23172,33,-3,4532,0,6264,6392,2538,0,1,230000,2,1,-1,-1,-1,0,0,4535,0,6264,128,0,407,2
12271,42,2716,0,1106,1323,2098,0,0,1,150000,1,-1,-1,-1,-1,-1,-1,0,1106,1323,2098,0,0,1
25821,34,157907,201324,207222,209189,106090,108300,0,1,210000,1,0,0,0,0,0,0,50000,10646,8601,3601,3719,3300,2
5095,26,11910,1356,4073,17812,2981,1936,0,1,360000,2,0,-1,-1,0,-1,-1,1500,5000,15000,3000,2000,1033,1
13520,33,43981,33439,24926,10681,7431,4705,0,2,70000,1,0,0,0,0,0,-1,1683,3160,3000,3000,5060,5032,2
4651,50,1504,1027,2172,836,836,0,0,2,130000,1,-1,-1,-1,-1,-1,-1,1027,2172,836,836,0,2508,2
19633,42,6425,3746,3863,5740,0,1170,0,1,280000,1,-2,-2,-2,-2,-2,-2,3746,3863,5740,0,1170,4198,2
6545,32,89120,191329,92915,52341,51739,55079,0,3,360000,1,0,0,0,0,0,0,105484,4500,2000,2100,4400,2934,1
16351,31,43979,44970,48101,46993,47940,50903,0,2,50000,1,2,0,0,2,0,0,1724,3855,0,1694,3713,2000,2
2130,26,58363,106270,159464,155685,137838,6556,0,1,340000,2,-1,0,0,0,0,-1,56270,59503,3330,40,6556,16390,2
23696,51,82865,82741,62914,60584,61412,55572,0,1,120000,1,0,0,0,-1,0,0,3652,1258,60584,1228,0,0,2
25233,24,1572,1572,1572,6561,5091,353,0,2,50000,2,-1,-1,-1,-1,0,-1,1572,1572,6561,102,353,27000,2
5197,25,16762,19126,13918,8239,6376,10077,0,1,50000,2,0,0,0,0,-1,0,4029,4031,3000,6376,5000,0,2
15971,38,6061,3656,0,0,0,0,1,2,30000,1,0,0,0,-2,-2,-2,1007,0,0,0,0,0,2
15745,22,41867,38195,37026,34579,32477,32477,1,3,30000,2,1,2,0,0,0,0,0,2145,1400,1000,0,30305,2
5947,24,7033,1602,28199,28980,29795,27091,1,2,70000,2,0,-1,0,0,0,-1,1954,28000,1250,1496,29251,1000,2
15821,27,23575,24584,25885,26851,26808,27599,0,1,30000,2,2,0,0,0,0,0,1400,1700,1900,557,1000,2000,2
29210,23,6321,4813,595,18628,19324,19208,0,2,20000,2,0,-1,-1,-1,0,0,6000,597,21722,1000,697,860,1
5839,22,22719,18408,19330,19561,19815,18574,0,3,50000,2,2,2,0,0,0,0,0,1573,804,675,738,1000,2
17479,35,380,380,380,380,0,380,0,1,240000,1,-1,-1,-1,-1,-1,-1,380,380,380,0,380,760,2
23824,50,1561,0,0,806,1945,0,0,1,210000,2,-1,-1,-2,-1,-1,-1,0,0,806,1945,0,1315,2
1620,33,63626,1788,1988,55970,59612,40281,1,2,90000,2,0,0,-1,-1,0,0,1000,2000,61000,5000,1800,1200,2
25293,26,77760,79248,120697,60989,41023,42663,1,2,80000,2,0,0,0,0,0,0,3100,4700,4800,1200,3260,2000,2
3799,44,7678,10475,-10,190,6160,402,0,2,20000,2,0,0,0,-1,-1,-1,3347,0,200,7018,6073,15000,2
25173,22,0,2388,164,1369,830,132,0,2,80000,2,1,-1,-1,-1,-1,-1,2388,164,1369,830,132,428,2
20400,24,17924,18475,19539,19396,11643,11578,0,2,20000,2,0,0,0,0,0,0,1400,1380,1181,1000,500,500,1
19402,36,3745,4632,4979,631,1635,10244,0,2,230000,1,0,0,0,2,0,0,3000,2023,0,1004,10019,1141,2
27886,27,24003,21887,14799,6402,4950,4661,1,3,80000,1,0,0,0,0,0,0,3028,1241,3010,2025,3500,26028,2
1104,28,1723,2292,240,683,3486,5390,0,3,150000,2,-2,-1,-1,-1,-1,-1,6876,240,683,3486,5390,1200,2
5843,23,1678,1440,1322,1411,540,540,0,2,50000,2,-1,0,-1,-1,-1,-1,1200,1322,1500,540,540,780,1
18941,28,-89,13894,24782,1927,8200,3867,0,1,150000,2,1,-1,-1,-1,-1,0,13983,24831,2358,8210,19,0,2
15192,28,224166,219085,213888,215125,216543,217390,0,2,220000,2,0,0,0,0,0,0,8200,7729,9207,7917,7911,8203,2
13329,31,252109,252401,180074,178025,198721,162444,1,1,390000,2,0,0,0,0,0,0,12009,7508,6000,39604,6341,5000,2
18419,24,55559,51972,34983,26514,17602,9308,0,2,160000,2,0,0,0,0,0,0,3010,3000,2000,1000,2000,0,2
594,32,48747,45955,44989,41358,42379,38052,0,2,80000,1,0,0,0,0,0,0,2145,1844,2009,5017,2000,5002,1
20832,42,390,1780,120,0,0,0,0,3,80000,1,-2,-2,-2,-2,-2,-2,1780,360,0,0,0,0,1
17449,33,35563,25614,19747,1201,2333,2250,1,1,120000,1,0,0,0,-1,-1,0,1426,6400,1500,2700,0,0,2
21008,47,42114,227075,217016,200316,169815,88071,1,2,200000,1,-1,-1,0,0,0,0,235728,10000,5210,4009,3186,55152,1
5618,23,35131,6559,836,836,836,3300,0,2,50000,2,0,0,-1,-1,-1,-1,5582,836,836,836,3300,1476,2
12263,25,19454,18856,19590,18861,4581,2158,0,2,50000,1,1,2,0,0,0,0,0,1200,477,121,22,0,2
14194,41,46631,46929,47393,22944,24071,24397,0,1,50000,1,0,0,0,0,0,0,2100,1500,824,1500,877,2796,1
6770,25,45575,43303,27113,19582,19109,17236,0,1,60000,1,0,0,0,0,0,0,1432,11279,1960,1000,633,527,2
7855,35,7443,5572,5572,5572,5774,3264,0,1,220000,2,-1,-1,-1,-1,-1,-1,5600,5600,5600,5802,3279,5613,2
6906,25,50516,22781,25064,12927,18691,19291,1,2,50000,2,3,2,0,0,0,0,9,1210,1000,6000,1060,780,1
23395,37,29087,30589,20958,21637,19846,12770,0,2,230000,2,0,0,2,0,0,0,2100,1000,1252,500,1000,1000,2
4600,32,21981,24610,27009,26671,24826,22287,0,3,290000,2,0,0,0,0,0,0,3000,3000,3000,3000,3000,3000,2
22702,47,169842,158469,154170,135951,123353,110723,0,3,340000,1,0,0,0,2,0,0,7000,14000,0,4000,4000,5000,2
20635,30,53627,64913,19476,61302,0,0,0,2,80000,2,0,0,2,-1,-1,-2,33000,56,62877,0,41150,81000,1
21338,55,208273,214423,214585,170063,176893,183699,0,3,230000,1,0,0,0,0,0,0,10012,10000,10000,10000,10000,10000,1
28640,31,100296,97239,98386,69324,53183,53559,0,1,100000,2,0,0,0,0,0,0,3703,4091,3403,2001,2004,2000,2
13567,62,1901,3855,3802,1901,2165,1965,0,2,240000,1,-1,-1,0,0,-1,2,3855,1901,0,2165,0,108,1
11255,43,1994,390,390,390,390,780,0,3,290000,1,-1,-1,-1,-1,-1,-1,390,390,390,390,780,568,2
8982,43,28118,29266,28829,15762,0,0,0,2,30000,2,0,0,0,0,0,-2,2000,1209,700,0,0,0,1
22466,44,206766,196931,190584,124514,211301,200525,0,3,500000,2,0,0,0,0,0,0,20077,20972,5045,100055,10018,10197,2
16605,31,229780,31275,32868,34292,173487,177195,0,2,280000,2,0,0,0,0,-1,0,2000,2100,2500,185957,6500,6100,1
5472,25,2652,3127,1500,0,0,0,1,1,20000,2,0,0,-1,-1,-2,-2,1200,1500,0,0,0,1632,1
22470,48,9518,9217,10557,11576,12383,13180,1,3,70000,1,1,2,0,0,0,0,0,1500,1200,1000,1000,500,2
3189,39,673,4549,7566,987,4870,975,0,1,430000,2,-2,-1,-1,-1,-1,-1,4576,7642,990,4889,981,317,2
26722,25,170717,174026,177359,173334,176605,180205,0,2,340000,2,0,0,0,0,0,0,6401,6501,6101,6201,6501,6601,1
25634,34,43357,44347,43357,46626,47562,48651,1,1,70000,2,2,2,2,2,2,2,2000,0,4000,2000,2000,2000,2
2197,22,9363,5062,6021,6763,7648,8367,0,3,10000,2,0,0,0,0,0,0,1200,1200,1000,1000,1000,0,1
10940,29,56380,40882,214941,196242,193177,161731,0,2,260000,2,0,0,0,0,0,0,4121,196000,6020,6330,6032,5000,2
23671,34,40570,41873,88361,43671,44541,47421,0,2,80000,2,0,0,0,2,0,0,1983,4100,0,1596,3600,0,2
15069,35,59188,146368,244092,210226,177595,153181,0,1,280000,1,0,0,0,0,0,2,100000,101585,90762,50119,282,50436,1
29145,51,11156,13263,13357,14427,14894,15112,0,2,20000,1,0,0,0,0,0,0,2300,1300,1300,700,600,600,2
13343,33,0,0,0,0,0,0,0,1,210000,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
1451,25,11273,12307,13348,13530,13811,14132,0,2,40000,1,0,0,0,0,0,0,1520,1550,700,648,700,700,2
29994,38,3042,1427,102996,70626,69473,55004,0,1,100000,2,0,-1,-1,0,0,0,2000,111784,4000,3000,2000,2000,1
11138,46,2585,1649,3474,1952,2182,2305,0,2,600000,1,-2,-2,-2,-2,-2,-2,1652,3480,1957,2186,2310,7511,2
14923,25,8880,9889,10087,9585,10082,10965,0,2,20000,2,2,2,2,2,0,0,1500,700,0,1000,1400,0,1
3827,38,6901,0,188,6498,44938,56015,0,3,230000,1,-2,-2,-1,-1,0,0,0,188,6498,40000,12000,2500,1
9220,46,4000,311,913,465,157,4247,0,2,360000,2,-1,-1,-1,-1,-1,-1,311,920,465,157,4247,157,2
22785,46,316,10758,10613,316,316,316,0,3,90000,1,-2,-2,-2,-2,-2,-2,10758,10613,316,316,316,316,2
20773,40,500,1000,1000,0,0,0,1,1,160000,1,-1,-1,-1,-1,-2,-2,1000,1000,0,0,0,720,1
24902,31,195615,199825,124788,126946,93925,-285,0,5,210000,1,2,0,0,0,0,-1,9234,5185,4900,4526,21787,152951,1
13990,29,115194,111991,22499,25015,34343,53403,0,1,170000,2,0,0,0,-1,0,0,10000,10000,25015,10000,20000,20000,2
28419,29,28992,36106,33494,29518,29569,28587,0,2,220000,2,2,0,0,0,0,0,8000,3000,3000,6000,5000,1136,2
18561,24,2892,4009,4725,2595,2110,20984,0,4,300000,2,-1,-1,-1,-1,-1,-1,4039,4751,2600,2110,20984,4366,2
13857,28,0,0,0,0,0,0,1,1,170000,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
17172,27,5150,4922,5941,6984,7120,7267,0,2,10000,2,1,2,0,0,0,0,0,1257,1300,400,410,420,2
9702,24,390,390,390,780,780,0,0,2,50000,2,-1,-1,-1,-1,0,0,390,390,780,0,0,0,2
13779,25,24022,25038,25429,25714,26353,26868,1,2,30000,2,2,2,2,2,2,2,1700,1100,1000,1200,1100,1200,2
25175,21,33300,30920,31889,30278,26220,29968,1,1,30000,2,1,2,0,0,0,0,0,2326,11406,524,6284,598,2
14868,29,95205,102039,99504,94453,99711,97944,1,2,100000,2,0,0,2,0,0,2,9300,0,3400,6800,0,3500,2
11227,44,11983,7759,16799,32372,6680,4732,0,1,310000,2,-1,-1,-1,0,0,-1,7797,16818,20313,1006,4739,6615,2
8905,34,102638,101681,100316,100512,102215,103909,0,2,110000,1,0,0,0,0,0,0,4600,4000,4000,3800,4000,4000,1
14374,24,1354,1050,-1,7999,-66,6784,1,1,50000,2,-1,-1,-1,-1,-1,-1,1054,0,8000,0,6850,11000,2
28702,35,84873,82471,84235,82432,81465,83160,0,2,140000,2,0,0,0,0,0,0,4000,4010,3800,3200,3100,3000,2
25009,50,18378,17797,19225,18644,18063,17491,0,3,20000,1,1,5,4,5,4,3,0,2000,0,0,0,0,1
13590,28,10394,86115,77955,49955,47700,48689,0,2,80000,2,-1,-1,0,0,0,0,77900,3694,1694,1454,1499,1711,1
14737,41,52388,41742,43852,39840,32801,33174,0,2,110000,1,0,0,0,0,0,0,1780,3306,1108,1126,1269,679,2
22010,28,7457,1512,8475,5499,2960,670,0,1,210000,2,0,-1,-1,-1,-1,-1,1512,8475,5499,2960,670,25594,2
3091,33,50431,45619,33610,19221,18925,19608,0,2,50000,1,0,0,0,0,0,0,1823,1500,1000,1000,1000,1000,1
23769,50,12699,13734,17634,17053,17394,18563,0,2,50000,1,0,0,0,2,0,0,1247,4147,0,624,1451,0,2
5282,51,48726,49050,49584,19791,18518,19078,1,2,50000,2,0,0,0,0,0,0,2100,1600,700,670,866,618,1
20405,32,159919,68686,161192,150464,143375,146411,0,4,150000,2,0,0,0,-1,0,0,4019,146896,157436,4600,4709,5600,1
29384,30,24853,24065,19153,20606,21032,89162,0,3,200000,2,0,0,0,0,0,0,3158,3007,3014,2007,70012,4037,1
499,49,66,0,0,120,-6,1639,0,1,250000,1,-1,-1,-2,-1,-1,-1,0,0,120,6,1645,0,2
6160,40,131096,127564,130167,132754,135691,139646,0,2,330000,2,2,2,0,0,0,0,0,4725,4752,5077,6366,8550,2
8585,49,0,0,8209,-41,-41,-41,1,2,360000,1,1,-2,-1,-1,-2,-2,0,8209,0,0,0,0,1
3479,36,10935,4079,3943,3338,1224,31022,0,1,500000,2,-1,-1,-1,-1,-1,-1,4081,4283,3338,1224,31022,1088,2
26767,25,48065,48355,49009,49949,50479,50702,0,2,50000,2,0,0,0,0,0,0,1800,1844,2200,2000,1800,2038,1
8254,45,237868,242260,101542,30284,168674,171825,0,2,240000,1,0,0,0,0,0,0,8932,4707,1862,140061,5262,5300,1
16517,27,84034,81537,78407,73688,56995,52887,0,2,150000,2,0,0,0,0,0,0,5065,20028,3152,2025,5211,10061,1
9237,35,4215,0,0,0,0,0,0,3,240000,2,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2
18059,37,54078,52946,51841,50306,49706,49706,0,3,50000,1,5,4,3,2,0,0,0,0,0,0,0,0,1
13213,35,105,3298,50064,8003,8293,23080,0,1,350000,2,2,-1,-1,0,-1,-1,3308,50206,40,8334,23102,5004,1
614,23,36650,29541,26190,26710,27274,29551,0,2,40000,2,2,2,0,0,0,0,0,1435,955,993,2734,0,1
28647,38,3980,3771,3564,4500,5039,5275,1,2,10000,1,1,3,2,0,-1,0,0,0,1000,5039,375,0,2
15563,38,98615,102085,102762,104865,106947,109507,0,1,520000,1,0,0,0,0,0,0,5102,3800,3803,3822,4277,4868,1
136,34,10674,12035,13681,13269,14158,13891,0,2,240000,1,0,0,0,2,2,2,1500,1800,0,1000,0,327,1
3213,25,33322,29500,28418,16084,14210,711,0,2,180000,1,0,0,0,0,0,-1,1900,1864,600,600,711,2576,2
11554,34,175570,141773,132747,94651,73734,62519,0,2,500000,2,0,0,0,0,0,0,8734,40000,3912,2101,34000,32000,2
11010,26,873,7233,2701,1900,45517,9451,0,1,180000,2,-1,-1,-1,-1,-1,-1,7233,2701,1900,45517,9451,5795,2
